URL;UR;Scheme;HTTP Status Code;HTTP Error Message;Content Type;Crawl Status;Crawl Depth;Crawl Source;URL Source;First Parent URL;No. Internal Linking URLs;Indexable;Indexable Status
https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/admission-scholarships/index.html;5;https;200;None;HTML;Success;2;Crawler;Anchor;https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/scholarships-bursaries-and-financial-assistance-/index.html;1;Yes;Indexable
https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/admission-scholarships/international-students-scholarships-/index.html;5;https;200;None;HTML;Success;3;Crawler;Anchor;https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/admission-scholarships/index.html;1;Yes;Indexable
https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/admission-scholarships/principal-s-nomination-scholarships-pns-/index.html;5;https;200;None;HTML;Success;3;Crawler;Anchor;https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/admission-scholarships/index.html;1;Yes;Indexable
https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/financial-assistance-bursaries/index.html;5;https;200;None;HTML;Success;2;Crawler;Anchor;https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/scholarships-bursaries-and-financial-assistance-/index.html;1;Yes;Indexable
https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/internal-articulation-scholarships/index.html;5;https;200;None;HTML;Success;2;Crawler;Anchor;https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/scholarships-bursaries-and-financial-assistance-/index.html;1;Yes;Indexable
https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/jupas-programme-scholarships/index.html;5;https;200;None;HTML;Success;2;Crawler;Anchor;https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/scholarships-bursaries-and-financial-assistance-/index.html;1;Yes;Indexable
https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/other-scholarships/index.html;5;https;200;None;HTML;Success;2;Crawler;Anchor;https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/scholarships-bursaries-and-financial-assistance-/index.html;1;Yes;Indexable
https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/programme-scholarships/applied-music-scholarships-ams-/index.html;5;https;200;None;HTML;Success;3;Crawler;Anchor;https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/programme-scholarships/index.html;1;Yes;Indexable
https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/programme-scholarships/index.html;5;https;200;None;HTML;Success;2;Crawler;Anchor;https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/scholarships-bursaries-and-financial-assistance-/index.html;1;Yes;Indexable
https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/saint-francis-scholarship-for-southeast-asian-catholic-youth/index.html;5;https;200;None;HTML;Success;2;Crawler;Anchor;https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/scholarships-bursaries-and-financial-assistance-/index.html;1;Yes;Indexable
https://www.sfu.edu.hk/en/student-support/scholarships-and-financial-assistance/scholarships-bursaries-and-financial-assistance-/index.html;13;https;200;None;HTML;Success;1;Crawler;Anchor;https://www.sfu.edu.hk/en/home/index.html;2;Yes;Indexable
https://www.sfu.edu.hk/index.html;5;https;200;None;HTML;Redirect;3;Crawler;Anchor;https://www.sfu.edu.hk/en/media/media-coverage/index_id_68.html;1;No;Redirects
https://www.sfu.edu.hk/project.goal;0;https;404;None;HTML;Not Found;3;Crawler;Anchor;http://www.sfu.edu.hk/project.goal;0;No;Not Found
https://www.sfu.edu.hk/tc/schools-and-offices/administrative-and-supporting-units/career-centre/student-helper-programme/index.html;5;https;404;None;HTML;Not Found;3;Crawler;Anchor;https://www.sfu.edu.hk/en/schools-and-offices/administrative-and-supporting-units/career-centre/job-search/index.html;1;No;Not Found
